value,count
Crown Copyright administered through the New Zealand Ministry for Culture and Heritage Te Manatu Taonga. All text licensed under the Creative Commons Attribution-NonCommercial 3.0 New Zealand Licence unless otherwise stated. Commercial re-use may be allowed on request. All non-text content is subject to specific conditions.,10048
http://creativecommons.org/licenses/by-nc-nd/3.0/nz/,9678
http://www.teara.govt.nz/copyright,9527
"Photo: (c) Mike Lusk, some rights reserved (CC BY-NC);",8563
"Photo: (c) John Barkla, some rights reserved (CC BY);",8275
"Photo: (c) Arnim Littek, some rights reserved (CC BY);",8122
Copying restrictions apply,7992
http://creativecommons.org/licenses/by-nc-sa/3.0/nz/,7975
Copyright or other restrictions may apply,7936
Unknown,7843
"Photo: (c) tangatawhenua, some rights reserved (CC BY-NC);",7837
CC-BY Attribution alone,7287
Closed - digital copy only available; Digital copy available; All rights reserved,7161
Crown copyright,7099
"Photo: (c) Leon Perrie, some rights reserved (CC BY-NC);",7068
Restricted; Pictorial staff access only; © Auckland Museum CC BY,6789
http://atojs.natlib.govt.nz/cgi-bin/atojs?a=p&p=terms&e=-------10--1------0--,6747
"Photo: (c) Colin Meurk, some rights reserved (CC BY-SA);",6713
No Known Copyright,6653
Landcare Research ; CC BY 3.0 NZ,6606
[],6563
Copyright: All rights reserved,6317
Creative Commons Attribution 2.0,6076
"Photo: (c) Tony Wills, some rights reserved (CC BY-SA);",5915
"Creative Commons BY-NC-ND 3.0 NZ. Creative Commons Attribution NonCommercial NoDerivatives 3.0 New Zealand. You are free to share, to copy, distribute and transmit the work under the following conditions: you must attribute the work in the manner specified by the author or licensor (but not in any way that suggests that they endorse you or your use of the work). You may not use this work for commercial purposes. You may not alter, transform, or build upon this work.",5896
"Photo: (c) naturewatchwidow, some rights reserved (CC BY);",5882
"Permission of the Alexander Turnbull Library, National Library of New Zealand, Te Puna Mātauranga o Aotearoa, must be obtained before any re-use of this image.",5690
Unrestricted: Yes,5609
All items in OUR Archive are provided for private study and research purposes and are protected by copyright with all rights reserved unless otherwise indicated.,5599
"This image may be used, copied and re-distributed free of charge in any format or media. Where the image is redistributed to others the following acknowledgement note should be shown : ""Sourced from LINZ. Crown Copyright reserved.""",5592
http://www.enzb.auckland.ac.nz/conditions,5310
This work is licensed under a Creative Commons Attribution-Noncommercial-No Derivative Works 3.0 New Zealand License,5112
"This image may be used, copied and re-distributed free of charge in any format or media. Where the image is redistributed to others the following acknowledgement note should be shown: ""Sourced from LINZ. Crown Copyright reserved.""",5028
Copyright (general). This material is subject to the provisions of the Copyright Act 1994.,4991
"Except where otherwise noted, all content on this site provided by the Waimate Museum & Archives is licensed under a Creative Commons BY-NC-ND 3.0 Unported License.",4795
No known copyright restrictions; Closed - digital copy only available; Digital copy available,4781
http://library.canterbury.ac.nz/ir/rights.shtml,4754
http://www.jps.auckland.ac.nz/conditions.php,4745
No known copyright restrictions; Restricted; Print file available,4733
"Photo: (c) Mark Tutty, some rights reserved (CC BY-SA);",4454
"Photo: (c) Joe Potter Butler, some rights reserved (CC BY);",4359
OpenAccess,4338
http://www.28maoribattalion.org.nz/copyright,4266
http://www.thebookshelf.auckland.ac.nz/conditions.php,4192
Restricted; Print file available; Auckland Museum has yet to establish the copyright status of this image; restrictions may apply.,4091
"Copyright restrictions may apply, please check with Auckland Libraries Heritage Collections",4006
https://creativecommons.org/publicdomain/zero/1.0/,3968
"Photo: (c) Alex Fergus, some rights reserved (CC BY-NC);",3900
"No copying or exhibition without permission of donor with the exception of photocopies for personal or research use 
Copyright: Copyright held by Max Oettli.",3896
"Creative Commons BY-NC-ND 3.0. Creative Commons Attribution NonCommercial NoDerivatives 3.0. You are free to share, to copy, distribute and transmit the work under the following conditions: you must attribute the work in the manner specified by the author or licensor (but not in any way that suggests that they endorse you or your use of the work). You may not use this work for commercial purposes. You may not alter, transform, or build upon this work.",3750
"All requests for copies, use and reproduction, must be sent to Ans Westra's agent Suite Tirohanga at westra@suite.co.nz  and 04 976 7663. 
Copyright: Copyright held by Ans Westra",3677
Closed - digital copy only available; Digital copy available; Auckland Museum has yet to establish the copyright status of this image; restrictions may apply.,3640
"Photo: (c) Phil Bendle, some rights reserved (CC BY-NC);",3515
Contact us for details,3476
"Copyright or other restrictions may apply to this image. Please check our terms of use before reusing, if in doubt contact Auckland Libraries",3465
Unrestricted,3423
No known copyright restrictions; Digital copy available; Viewing by appointment only,3421
"Photo: (c) predomalpha, some rights reserved (CC BY);",3318
"Photo: (c) savvy, all rights reserved;",3265
"Gap Filler Photograph Licence. Creative Commons Attribution-NonCommercial-NoDerivs 3.0 Unported. You are free to share, to copy, distribute and transmit the work under the following conditions: you must attribute the work to Gap Filler (but not in any way that suggests that they endorse you or your use of the work). You may not use this work for commercial purposes. You may not alter, transform, or build upon this work. To the best of our knowledge, these photographs have been taken by Gap Filler staff. If you have any comments or concerns please contact Gap Filler at fillthegap@gapfiller.org.nz",3256
"Photo: (c) reinderw, some rights reserved (CC BY-NC);",3250
Copyright: Please check copyright.,3222
All items in Research Commons are provided for private study and research purposes and are protected by copyright with all rights reserved unless otherwise indicated.,3206
"Photo: (c) Christopher Stephens, some rights reserved (CC BY-SA);",3206
"Photo: (c) Alice Shanks, some rights reserved (CC BY-NC);",3178
"Photo: (c) Mary Joyce, some rights reserved (CC BY-NC);",3116
"Photo: (c) Lisa Bennett, some rights reserved (CC BY-NC);",3096
"Photo: (c) David Lyttle, all rights reserved;",3072
"Photo: (c) Brett Sandford, some rights reserved (CC BY);",3065
"Photo: (c) Jack Warden, some rights reserved (CC BY-NC);",3036
"Creative Commons BY-NC-SA 3.0 NZ. Creative Commons Attribution NonCommercial ShareAlike 3.0 New Zealand. You are free to share, copy, distribute and transmit the work, to remix and adapt the work under the following conditions: you must attribute the work in the manner specified by the author or licensor (but not in any way that suggests that they endorse you or your use of the work). Non-commercial means you may not use this work for commercial purposes, and if you alter, transform, or build upon this work, you may distribute the resulting work only under the same or similar license to this one.",3000
"Heritage New Zealand Copyright (Commissioned photographs). This material may be used for personal, research, private study or educational use in accordance with the Copyright Act 1994. Where the material is used, the source and copyright status must be acknowledged. If you wish to reproduce these images from Heritage New Zealand's collection, please contact National Office, InfoSouthern@heritage.org.nz, stating the image(s) you require, referencing the Heritage New Zealand Pouhere Taonga Earthquake Collection in Quake Studies, and explaining how the image(s) will be used.  Fees for reproduction may apply. ",2970
CC BY (All metadata for this Directory of Open Access Journals record is available under the Creative Commons Attribution-ShareAlike License (CC BY-SA).),2852
"Photo: (c) wild_wind, some rights reserved (CC BY-NC);",2777
Restricted; � Auckland Museum CC BY; Pictorial staff access only,2777
Auckland Museum has yet to establish the copyright status of this image; restrictions may apply.,2584
"Photo: (c) suemcgaw, all rights reserved;",2583
Please check copyright.,2566
"Photo: (c) Bruce Calvert, some rights reserved (CC BY);",2537
Kim Westerskov,2492
"Photo: (c) John Van den Hoeven, all rights reserved;",2476
NZEI Te Riu Roa. Please acknowledge the New Zealand Educational Institute Collection.;,2474
"Photo: (c) Steve Kerr, some rights reserved (CC BY);",2448
"Photo: (c) Nick Saville, all rights reserved;",2406
"Photo: (c) Dave Holland, some rights reserved (CC BY-NC);",2379
No known copyright restrictions; Digital copy available; Open,2365
"Photo: (c) stho002, all rights reserved;",2346
"Photo: (c) colinmeurk, some rights reserved (CC BY-SA);",2342
"Photo: (c) Katy Johns, some rights reserved (CC BY-NC);",2341
Creative Commons Licence: Attribution-NonCommercial CC BY-NC,2335
"Photo: (c) John van den Hoeven, all rights reserved;",2327
"Permission of the Alexander Turnbull Library, National Library of New Zealand, Te Puna Matauranga o Aotearoa, must be obtained before any re-use of this image.",2312
"Photo: (c) Marley Ford, some rights reserved (CC BY-NC);",2274
"Photo: (c) bbi2, some rights reserved (CC BY-NC);",2267
"Photo: (c) Chris Ecroyd, some rights reserved (CC BY-NC);",2245
"Photo: (c) Andy McKay, some rights reserved (CC BY);",2212
"Photo: (c) Emily Roberts, some rights reserved (CC BY-NC-SA);",2212
"Photo: (c) Mike Bowie, some rights reserved (CC BY-NC);",2183
"Photo: (c) memopob, some rights reserved (CC BY-NC);",2142
"All requests for copies, use and reproduction, must be sent to Ans Westra's agent Suite Tirohanga at westra@suite.co.nz and 04 976 7663. 
Copyright: Copyright held by Ans Westra",2136
"Photo: (c) Danilo Hegg, all rights reserved;",2131
"Photo: (c) Melissa Hutchison, all rights reserved;",2130
"Photo: (c) john_barkla, some rights reserved (CC BY);",2125
"Photo: (c) Melissa Hutchison, some rights reserved (CC BY-NC-ND);",2103
"(With the exceptions noted in http://researcharchive.lincoln.ac.nz/page/rights, this metadata is available under a Creative Commons Zero license.)",2095
"Photo: (c) johnsteel, some rights reserved (CC BY);",2092
"Copyright restrictions may apply, please check with Auckland Libraries",2062
CC-BY-NC-ND Attribution + Noncommercial + NoDerivatives,2029
"Photo: (c) lisa_bennett, some rights reserved (CC BY-NC);",2024
CC-BY-NC Attribution + Noncommercial,2015
"Photo: (c) John B, some rights reserved (CC BY-NC);",2014
"Photo: (c) melissa_hutchison, all rights reserved;",2008
No known copyright restrictions; Closed - digital copy only available; Pictorial Staff access only Digital copy available,1983
© 2010 University of Waikato Library. This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License,1963
"Photo: (c) Tim Park, some rights reserved (CC BY-SA);",1939
Digital copy available; Viewing by appointment only; All rights reserved,1930
Copyright expired - public domain  This item is in the Public Domain http://creativecommons.org/publicdomain/mark/1.0/,1911
"Photo: (c) Kate McCombs, some rights reserved (CC BY-NC);",1890
"Photo: (c) gailtv, some rights reserved (CC BY-NC);",1881
"Photo: (c) David Whyte, some rights reserved (CC BY-SA);",1865
Copyright must be checked,1854
"Photo: (c) greenschist, some rights reserved (CC BY-NC);",1829
"This image may be used, copied and re-distributed free of charge in any format or media. Where the image is redistributed to others the following acknowledgement note should be shown : 'Sourced from LINZ. Crown Copyright reserved.'",1819
"Photo: (c) Pat Enright, some rights reserved (CC BY-NC);",1802
"This work is licensed under the Creative Commons Attribution-NonCommercial 3.0 New Zealand (CC BY-NC 3.0 NZ) Licence, see http://creativecommons.org/licenses/by-nc/3.0/nz/",1802
"This work is licensed under a Creative Commons Attribution-Noncommercial 3.0 New Zealand License; This licence lets you remix, tweak, and build upon our work noncommercially and although your new works must also acknowledge us and be noncommercial, you do not have to license the derivative works on the same terms.",1801
"Photo: (c) parkecology, some rights reserved (CC BY-SA);",1789
"Photo: (c) William Brockelsby, some rights reserved (CC BY);",1785
"Photo: (c) Lloyd Esler, some rights reserved (CC BY-NC);",1771
"You may save or print this image for research and study. If you wish to use it for any other purposes, you must contact the <a href=""http://www.nla.gov.au/digicoll/copyright.html"">National Library of Australia</a> to request permission.",1761
"This item has been provided for private study purposes (such as school projects, family and local history research) and any published reproduction (print or electronic) may infringe copyright law. It is the responsibility of the user of any material to obtain clearance from the copyright holder.",1738
http://www.rbnz.govt.nz/copyright,1738
Copyright Expired,1726
"Photo: (c) jennysaito, some rights reserved (CC BY-NC);",1718
"Photo: (c) jon, some rights reserved (CC BY);",1717
"Photo: (c) Steve Attwood, all rights reserved;",1697
http://digitool.auckland.ac.nz/cc_bysa.html,1689
"The Pledge Licence. This material may be used for personal, research, private study or educational use in accordance with the Copyright Act 1994. Note: UC CEISMIC has removed signatures and addresses, where present, in order to protect individuals' privacy. If you have any questions or concerns, please contact UC CEISMIC at ceismic@canterbury.ac.nz.",1688
"Photo: (c) Grahame, some rights reserved (CC BY-NC-ND);",1671
"Photo: (c) steve_kerr, some rights reserved (CC BY);",1657
"Photo: (c) Simon Nicholas, some rights reserved (CC BY-NC);",1652
No known copyright restrictions; Open,1642
"Photo: (c) Grey Smith, some rights reserved (CC BY-NC);",1640
"Photo: (c) Roger Frost, some rights reserved (CC BY-NC);",1630
"Photo: (c) Tyler Brummer, all rights reserved;",1630
"Photo: (c) sea-kangaroo, some rights reserved (CC BY-NC-ND);",1607
"Photo: (c) epitree, some rights reserved (CC BY-NC);",1600
"Photographic Services Licence. This material is subject to copyright. It can downloaded and viewed for personal study, but must not be published or distributed without written permission from the Photographic Services at the University of Canterbury.",1530
"Photo: (c) Mikey Watson, some rights reserved (CC BY-NC);",1523
Any requests to the Library for use or reuse of photographs for commercial purposes will be referred to The Press for the supply of copies.,1519
"Photo: (c) jacqui-nz, all rights reserved;",1506
Creative Commons BY 2.0,1477
This item is licensed under a Creative Commons Attribution-NonCommercial 3.0 New Zealand Licence,1469
"Photo: (c) d_kluza, some rights reserved (CC BY-NC-ND);",1442
"For any public use, copying, or reproduction of these recordings please contact SOUNZ.  
Copyright: Please contact SOUNZ",1432
"Photo: (c) adonis_wei, some rights reserved (CC BY-NC);",1413
"Photo: (c) Leon Perrie, some rights reserved (CC BY);",1412
"Photo: (c) Jerry, some rights reserved (CC BY);",1411
"Photo: (c) fairyeagle, some rights reserved (CC BY-NC);",1411
"Photo: (c) Giverny, some rights reserved (CC BY-NC);",1410
"Photo: (c) mattward, some rights reserved (CC BY-NC);",1410
"Public Domain, Google-digitized.",1409
"Photo: (c) Colin, some rights reserved (CC BY-SA);",1397
"Photo: (c) Tony Stoddard, some rights reserved (CC BY-NC);",1397
"Photo: (c) Rowan Hindmarsh-Walls, some rights reserved (CC BY-NC);",1374
Restricted; Print file available; All rights reserved,1355
"ECan Copyright. This material is subject to copyright. It can be downloaded and viewed for personal study, but must not be published, or distributed without written permission from Environment Canterbury.",1340
Content licensed under Creative Commons Attribution Noncommercial 3.0 New Zealand Licence.,1338
"Photo: (c) Jeff Fryett, some rights reserved (CC BY-NC);",1337
Copyright Museums Victoria / CC BY,1334
"Photo: (c) Duncan Cunningham, some rights reserved (CC BY-NC);",1330
"Photo: (c) Robert Briggs, some rights reserved (CC BY-SA);",1294
"Photo: (c) absoluteandy, all rights reserved;",1290
"Please check copyright 
Copyright: All rights reserved",1287
"Photo: (c) David Hutchinson, some rights reserved (CC BY-NC);",1284
"Photo: (c) Javier, some rights reserved (CC BY);",1284
J.A. Cooper; Creative Commons Attribution-Noncommercial (BY-NC),1266
"Photo: (c) Shaun, some rights reserved (CC BY);",1257
CC:BY,1254
"Photo: (c) Murray NZ, some rights reserved (CC BY);",1245
"Photo: (c) Jane Gosden, some rights reserved (CC BY-NC);",1242
"Photo: (c) Jacob Littlejohn, some rights reserved (CC BY-SA);",1240
"Photo: (c) Jeremy, some rights reserved (CC BY-NC);",1237
Permission of the New Zealand Herald must be obtained before any re-use of this image.,1221
Reproduction rights owned by the National Archives of Australia,1212
"Photo: (c) Clinton Duffy, some rights reserved (CC BY-NC);",1200
"In retrieving material stored on this database you agree that you rely on the data at your own risk; the University of Waikato offers no warranty or representation that the data is fit for any particular purpose, or free from defects, and will not be liable for any losses or damages whatsoever including any indirect, special, incidental or consequential damages incurred by you arising out of the use of the database or in reliance on the data retrieved. You agree that data is not of a kind ordinarily supplied for personal or domestic purposes, and that the Consumer Guarantees Act 1993 does not apply.",1193
"Photo: (c) Cheryl, some rights reserved (CC BY-NC);",1191
"This image may be used, copied and re-distributed free of charge in any format or media. Where the image is redistributed to others the following acknowledgement note should be shown: 'Sourced from LINZ. Crown Copyright reserved.'",1187
"Photo: (c) Peter, some rights reserved (CC BY-NC);",1157
http://uwm.edu/libraries/digital-collections/copyright-digcoll/,1142
"Photo: (c) Dougal Townsend, some rights reserved (CC BY-NC);",1136
"Photo: (c) Possums' End, some rights reserved (CC BY);",1126
"Photo: (c) ZEALANDIA, some rights reserved (CC BY-NC);",1119
"Photo: (c) grahame, some rights reserved (CC BY-NC-ND);",1108
"Photo: (c) leonperrie, some rights reserved (CC BY-NC-SA);",1108
"Photo: (c) tony_wills, some rights reserved (CC BY-SA);",1083
Closed - digital copy only available; � Auckland Museum CC BY,1080
Objects from museum collection. Restricted to University of Auckland students and staff,1071
"Photo: (c) Shaun Lee, some rights reserved (CC BY);",1069
"No known copyright restrictions. To the best of the Alexander Turnbull Library's knowledge, under New Zealand law: there is no copyright or other intellectual property rights in this item in New Zealand; and it may be copied and otherwise re-used in New Zealand without copyright or other intellectual property right related restriction. However the Alexander Turnbull Library requests that the images are used and re-used in a manner that respects their status as documentary heritage and taonga. Alexander Turnbull Library will not be liable to you, on any legal basis (including negligence), for any loss or damage you suffer through your use of this material, except in those cases where the law does not allow us to exclude or limit our liability to you.",1043
Copyright must be cleared before this image is reproduced.  The Library may be able to help with an address.,1033
"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",1010
"Photo: (c) Zoe Quested, some rights reserved (CC BY-NC);",1009
"Photo: (c) rasshamra, some rights reserved (CC BY-NC);",1007
This item is licensed under a Creative Commons Attribution 3.0 New Zealand Licence,1001
"Photo: (c) Nathan Odgers, some rights reserved (CC BY-NC);",973
"This image may be used, copied and re-distributed free of charge in any format or media. Where the image is redistributed to others the following acknowledgement note should be shown: ""Sourced from LINZ. Crown Copyright reserved."" 
Copyright: Crown copyright reserved.",966
Andris Apse,954
"Photo: (c) John Barraclough, some rights reserved (CC BY-NC);",948
"https://researcharchive.lincoln.ac.nz/page/rights (With the exceptions noted in http://researcharchive.lincoln.ac.nz/page/rights, this metadata is available under a Creative Commons Zero license.)",946
"Creative Commons BY-NC 3.0 NZ. Creative Commons Attribution NonCommercial 3.0 New Zealand. You are free to share, copy, distribute and transmit the work or to remix and adapt the work under the following conditions: you must attribute the work in the manner specified by the author or licensor (but not in any way that suggests that they endorse you or your use of the work) and you may not use this work for commercial purposes.",934
"Photo: (c) Oscar, some rights reserved (CC BY-NC);",934
"Photo: (c) Nicholas Mayne, some rights reserved (CC BY-NC);",928
"Photo: (c) nzwide, all rights reserved;",928
"Photo: (c) Aalbert Rebergen, some rights reserved (CC BY-NC);",926
Author Retains Copyright,925
"Photo: (c) jeremy_rolfe, some rights reserved (CC BY);",923
"Photo: (c) Pete McGregor, some rights reserved (CC BY-NC-ND);",918
Other licensing (check with source agency),910
"Photo: (c) Katja Schulz, some rights reserved (CC BY);",896
"NZDF Licence. This work is licensed under the Creative Commons Attribution Non Commerical No Derivatives 3.0 New Zealand licence. In essence, you are free to copy and distribute the work, as long as you attribute the work to the NZ Defence Force and abide by the other licence terms. Please note that some images may be subject to the Flags, Emblems, and Names Protection Act 1981 and as such cannot be used in any way which would infringe the provisions of that Act. Attribution should be in written form and not by reproduction of those emblems. Please email any enquiries to DCG@nzdf.mil.nz",887
"Photo: (c) Tony Steer, some rights reserved (CC BY-NC);",883
"Photo: (c) Penelope Noel Gillette, some rights reserved (CC BY);",872
"Photo: (c) marshy, some rights reserved (CC BY-NC);",869
"Photo: (c) Bill Campbell, some rights reserved (CC BY-NC);",863
"Photo: (c) miro, some rights reserved (CC BY-NC);",856
"Photo: (c) Sue Mcgaw, some rights reserved (CC BY-NC);",843
Open,820
"Photo: (c) nick_goldwater, some rights reserved (CC BY);",814
All Right Reserved,813
"Photo: (c) Karen Pratt, some rights reserved (CC BY-NC);",803
No public use without permission of copyright owners,797
Attribution-NonCommercial-NoDerivs 3.0 New Zealand (CC BY-NC-ND 3.0 NZ),779
"Photo: (c) War Weeds, some rights reserved (CC BY);",772
"Photo: (c) alice_shanks, some rights reserved (CC BY-NC);",754
"Photo: (c) chrismorse, all rights reserved;",753
"Photo: (c) zealandia2, some rights reserved (CC BY-NC);",747
© Landcare Research 2014,729
"Photo: (c) Robyn Smith, all rights reserved;",727
"Photo: (c) Sebastian Doak, some rights reserved (CC BY-NC);",723
Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 license - 2011.,720
No known copyright restrictions; Restricted,720
AWM Licensed copyright,718
"Photo: (c) Kelvin Perrie, some rights reserved (CC BY-NC);",713
"Photo: (c) Sarah Richardson, some rights reserved (CC BY-NC);",701
"Photo: (c) majo00, some rights reserved (CC BY-NC-ND);",695
"Creative Commons BY-NC-SA 3.0. Creative Commons Attribution NonCommercial ShareAlike 3.0. You are free to share, copy, distribute and transmit the work, to remix and adapt the work under the following conditions: you must attribute the work in the manner specified by the author or licensor (but not in any way that suggests that they endorse you or your use of the work). Non-commercial means you may not use this work for commercial purposes, and if you alter, transform, or build upon this work, you may distribute the resulting work only under the same or similar license to this one.",692
"Photo: (c) Noah Fenwick, some rights reserved (CC BY-NC);",692
"Photo: (c) zealandia1, some rights reserved (CC BY-NC);",691
"Photo: (c) David Wilson, some rights reserved (CC BY-NC);",675
"Photo: (c) rubecula, some rights reserved (CC BY-NC);",674
"Photo: (c) Trevor Partridge, some rights reserved (CC BY-NC);",673
This work is out of copyright,672
© 2005 University of Waikato Library. This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License,672
"Photo: (c) Uwe Schneehagen, some rights reserved (CC BY-NC);",668
"QuakeBox Licence 1. This material is subject to copyright. It can be used for research purposes; used in teaching, public lectures, and presentations; played to research participants in future research studies; displayed publicly in a museum; broadcast on television or radio; and incorporated into other works, such as books, films and artworks. Permission for other uses must be sought from The New Zealand Institute of Language, Brain and Behaviour (NZILBB).",667
"Photo: (c) jcluck, some rights reserved (CC BY-NC);",665
CC Attribution-NonCommercial (CC BY-NC),662
"Photo: (c) Ian Armitage, some rights reserved (CC BY);",655
Crown Copyright Reserved.,649
"Photo: (c) George Hobson, all rights reserved;",646
"Photo: (c) ryvesie, some rights reserved (CC BY-NC);",646
© All rights reserved,644
"Photo: (c) katiew, some rights reserved (CC BY);",642
"Photo: (c) Lek Khauv, some rights reserved (CC BY-NC);",638
All copies of images are for personal research only. Permission from the copyright holder is required for any other use. See PA-Group-00941 for contact details.,633
"Photo: (c) Heather Fulton-Bennett, all rights reserved;",619
Some restrictions may apply,614
"Photo: (c) Joe Dillon, some rights reserved (CC BY-NC);",609
Attribution-NonCommercial-ShareAlike 3.0 New Zealand,607
"Photo: (c) Ed Wilson, some rights reserved (CC BY);",606
"Copyright restrictions may apply, please contact Auckland Libraries Heritage Collections",604
"[""The manuscript images, transcripts and metadata displayed on the Marsden Online Archive site are governed by a Attribution-NonCommercial-ShareAlike 3.0 New Zealand (CC BY-NC-SA 3.0 NZ) copyright agreement (available at http://creativecommons.org/licenses/by-nc-sa/3.0/nz/). Please contact the Hocken Collections, University of Otago Library, Dunedin, New Zealand for more information.""]",599
"Photo: (c) Florence, all rights reserved;",596
Closed - digital copy only available; Digital copy available; © Auckland Museum CC BY,575
"Photo: (c) Derek Craig, some rights reserved (CC BY-NC);",572
"Photo: (c) Maurice, some rights reserved (CC BY-NC);",572
"Photo: (c) aunty, some rights reserved (CC BY-NC);",572
"Photo: (c) Donnacha Ó Súilleabháin, some rights reserved (CC BY-NC);",571
"Photo: (c) Sara Smerdon, some rights reserved (CC BY-NC);",571
NZEI Te Riu Roa. Please acknowledge the New Zealand Educational Institute Collection. Permission of the Alexander Turnbull Library is required before this photograph may be reproduced or displayed.;,561
Public use requires the permission of Te Reo Irirangi o Te Upoko o Te Ika Trust.,558
"Photo: (c) manacollege, all rights reserved;",557
"Photo: (c) obscurus, some rights reserved (CC BY-NC);",554
"Photo: (c) wild_wind, some rights reserved (CC BY);",554
"Photo: (c) mark anderson, some rights reserved (CC BY-SA);",550
CC BY-NC (All metadata for this Directory of Open Access Journals record is available under the Creative Commons Attribution-ShareAlike License (CC BY-SA).),545
Culture Waitaki Creative Commons Attribution 4.0 International licence,545
© Auckland Museum CC BY; Cultural Permissions Apply,545
"Photo: (c) ecoblitznz, some rights reserved (CC BY-NC);",544
"Photo: (c) Jane Percival, some rights reserved (CC BY-NC-SA);",543
Permission of GNS Science must be obtained before any use of this image.,539
"Photo: (c) zlbc, all rights reserved;",534
"Photo: (c) Vanessa, some rights reserved (CC BY-NC-SA);",531
"Photo: (c) Mark Crompton, all rights reserved;",530
"Photo: (c) wadia, some rights reserved (CC BY-NC);",527
"Photo: (c) Kathy Warburton, some rights reserved (CC BY);",517
"Photo: (c) Cara-Lisa Schloots, all rights reserved;",515
Licensed under Creative Commons Attribution 4.0 International CC BY 4.0 cc https://creativecommons.org/licenses/by/4.0/,514
"Photo: (c) zealandia, some rights reserved (CC BY-NC);",504
"Photo: (c) Jerry Cooper, some rights reserved (CC BY);",502
"Photo: (c) codfish, some rights reserved (CC BY-NC);",502
"Photo: (c) koraunuischool, some rights reserved (CC BY-NC);",502
"Photo: (c) zealandia3, some rights reserved (CC BY-NC);",493
"Photo: (c) Mike Dickison, some rights reserved (CC BY);",488
"Copyright must be cleared before any item in this collection can be used or reproduced 
Copyright: Copyright held by Wendy Collings",485
Permission of the Museum of New Zealand Te Papa Tongarewa must be obtained before any re-use of this image.,482
This image is provided for research purposes only and must not be reproduced without the permission of Whangarei Libraries or the copyright holder.,481
